Material,theta,h,log_h,C,K,log_K,S
4,0.43,-0.0404,-1.3940000000000001,0.0,0.01733,-1.761,1.0
4,0.43,-0.0464,-1.3330000000000002,0.0,0.01733,-1.761,1.0
4,0.43,-0.0534,-1.273,0.0,0.01733,-1.761,1.0
4,0.43,-0.0614,-1.212,0.0,0.01733,-1.761,1.0
4,0.43,-0.0705,-1.1520000000000001,0.0,0.01733,-1.761,1.0
4,0.43,-0.0811,-1.091,0.0,0.01733,-1.761,1.0
4,0.43,-0.0933,-1.03,0.0,0.01733,-1.761,1.0
4,0.43,-0.107,-0.9697,0.0,0.01733,-1.761,1.0
4,0.43,-0.12300000000000001,-0.9091,0.0,0.01733,-1.761,1.0
4,0.43,-0.142,-0.8485,0.0,0.01733,-1.761,1.0
4,0.43,-0.163,-0.7879,0.0,0.01733,-1.761,1.0
4,0.43,-0.187,-0.7273,0.0,0.01733,-1.761,1.0
4,0.43,-0.215,-0.6667,0.0,0.01733,-1.761,1.0
4,0.43,-0.248,-0.6061,0.0,0.01733,-1.761,1.0
4,0.43,-0.285,-0.5455,0.0,0.01733,-1.761,1.0
4,0.43,-0.327,-0.4848,0.0,0.01733,-1.761,1.0
4,0.43,-0.376,-0.4242,0.0,0.01733,-1.761,1.0
4,0.43,-0.433,-0.3636,0.0,0.01733,-1.761,1.0
4,0.43,-0.498,-0.303,0.0,0.01733,-1.761,1.0
4,0.43,-0.5720000000000001,-0.2424,0.0,0.01733,-1.761,1.0
4,0.43,-0.6579999999999999,-0.1818,0.0,0.01733,-1.761,1.0
4,0.43,-0.7559999999999999,-0.1212,0.0,0.01733,-1.761,1.0
4,0.43,-0.87,-0.060610000000000004,0.0,0.01733,-1.761,1.0
4,0.43,-1.0,0.0,0.0,0.01733,-1.761,1.0
4,0.43,-1.15,0.060610000000000004,0.0,0.01733,-1.761,1.0
4,0.43,-1.32,0.1212,0.0,0.01733,-1.761,1.0
4,0.43,-1.52,0.1818,0.0,0.01733,-1.761,1.0
4,0.43,-1.75,0.2424,0.0,0.01733,-1.761,1.0
4,0.43,-2.01,0.303,0.001604,0.01731,-1.7619999999999998,1.0
4,0.4295,-2.31,0.3636,0.001725,0.01649,-1.7830000000000001,0.9985
4,0.4289,-2.66,0.4242,0.001852,0.01563,-1.806,0.9968
4,0.4281,-3.05,0.4848,0.001986,0.014730000000000002,-1.8319999999999999,0.9946
4,0.4272,-3.51,0.5455,0.0021260000000000003,0.0138,-1.86,0.9919
4,0.426,-4.04,0.6061,0.00227,0.012830000000000001,-1.892,0.9886
4,0.4246,-4.64,0.6667,0.0024170000000000003,0.01184,-1.9269999999999998,0.9846
4,0.4229,-5.34,0.7273,0.002565,0.01082,-1.966,0.9797
4,0.4207,-6.14,0.7879,0.002709,0.009798000000000001,-2.009,0.9737
4,0.4182,-7.05,0.8485,0.002848,0.008772,-2.057,0.9664
4,0.4151,-8.11,0.9091,0.002975,0.007756,-2.11,0.9577
4,0.4114,-9.33,0.9697,0.0030859999999999998,0.006764,-2.17,0.9472
4,0.4071,-10.7,1.03,0.0031739999999999997,0.00581,-2.2359999999999998,0.9348
4,0.4019,-12.3,1.091,0.0032329999999999998,0.004908,-2.309,0.9202
4,0.3959,-14.2,1.1520000000000001,0.003257,0.004072999999999999,-2.39,0.9031
4,0.389,-16.3,1.212,0.0032409999999999995,0.0033159999999999995,-2.479,0.8835
4,0.3812,-18.7,1.273,0.003181,0.002646,-2.577,0.8612
4,0.3724,-21.5,1.3330000000000002,0.003077,0.002068,-2.6839999999999997,0.8363
4,0.3627,-24.8,1.3940000000000001,0.002931,0.001582,-2.801,0.8087
4,0.3521,-28.5,1.455,0.002748,0.001184,-2.927,0.7788
4,0.3409,-32.7,1.515,0.002535,0.0008684,-3.0610000000000004,0.7468
4,0.329,-37.6,1.5759999999999998,0.002302,0.000624,-3.205,0.7131
4,0.3167,-43.3,1.636,0.002058,0.00044,-3.3569999999999998,0.6782
4,0.3042,-49.8,1.6969999999999998,0.0018149999999999998,0.0003048,-3.516,0.6426
4,0.2916,-57.2,1.758,0.0015789999999999999,0.00020780000000000004,-3.682,0.6068
4,0.279,-65.8,1.818,0.001358,0.00013969999999999998,-3.855,0.5711
4,0.2667,-75.6,1.879,0.001155,9.274e-05,-4.033,0.5361
4,0.2547,-87.0,1.939,0.0009736,6.09e-05,-4.215,0.502
4,0.2431,-100.0,2.0,0.0008142000000000002,3.962e-05,-4.402,0.469
4,0.232,-115.0,2.061,0.0006763,2.558e-05,-4.592,0.4375
4,0.2214,-132.0,2.121,0.0005585,1.64e-05,-4.785,0.4074
4,0.2114,-152.0,2.182,0.00045910000000000005,1.046e-05,-4.98,0.3789
4,0.2019,-175.0,2.242,0.00037580000000000003,6.64e-06,-5.178,0.3521
4,0.1931,-201.0,2.303,0.0003067,4.2e-06,-5.377000000000001,0.3269
4,0.1847,-231.0,2.364,0.0002496,2.6480000000000003e-06,-5.577000000000001,0.3032
4,0.177,-266.0,2.424,0.00020269999999999997,1.665e-06,-5.779,0.2811
4,0.1697,-305.0,2.485,0.0001643,1.045e-06,-5.981,0.2605
4,0.1629,-351.0,2.545,0.0001329,6.549e-07,-6.184,0.2413
4,0.1567,-404.0,2.6060000000000003,0.0001075,4.098e-07,-6.3870000000000005,0.2235
4,0.1508,-464.0,2.667,8.68e-05,2.5620000000000003e-07,-6.591,0.2069
4,0.1454,-534.0,2.727,7.004e-05,1.6e-07,-6.796,0.1915
4,0.1404,-614.0,2.7880000000000003,5.649e-05,9.984e-08,-7.001,0.1772
4,0.1357,-705.0,2.8480000000000003,4.553e-05,6.227e-08,-7.206,0.164
4,0.1314,-811.0,2.909,3.669e-05,3.882e-08,-7.4110000000000005,0.1517
4,0.1274,-933.0,2.97,2.955e-05,2.419e-08,-7.6160000000000005,0.1404
4,0.1237,-1070.0,3.03,2.38e-05,1.507e-08,-7.822,0.1299
4,0.1203,-1230.0,3.091,1.916e-05,9.387e-09,-8.027000000000001,0.1201
4,0.1171,-1420.0,3.1519999999999997,1.542e-05,5.845e-09,-8.232999999999999,0.1111
4,0.1142,-1630.0,3.2119999999999997,1.241e-05,3.639e-09,-8.439,0.1028
4,0.1115,-1870.0,3.273,9.988e-06,2.266e-09,-8.645,0.0951
4,0.109,-2150.0,3.333,8.037000000000001e-06,1.4099999999999999e-09,-8.851,0.0879
4,0.1066,-2480.0,3.3939999999999997,6.467e-06,8.778e-10,-9.057,0.0813
4,0.1045,-2850.0,3.455,5.202999999999999e-06,5.463e-10,-9.263,0.0752
4,0.1025,-3270.0,3.515,4.186e-06,3.4e-10,-9.469,0.0696
4,0.1006,-3760.0,3.576,3.3669999999999997e-06,2.1159999999999997e-10,-9.674,0.0643
4,0.0989,-4330.0,3.636,2.709e-06,1.317e-10,-9.88,0.0595
4,0.0974,-4980.0,3.697,2.1790000000000002e-06,8.194e-11,-10.09,0.055
4,0.0959,-5720.0,3.758,1.7530000000000002e-06,5.099e-11,-10.29,0.0509
4,0.0946,-6580.0,3.818,1.41e-06,3.173e-11,-10.5,0.0471
4,0.0933,-7560.0,3.8789999999999996,1.134e-06,1.974e-11,-10.7,0.0435
4,0.0922,-8700.0,3.9389999999999996,9.125e-07,1.2279999999999999e-11,-10.91,0.0403
4,0.0911,-10000.0,4.0,7.340000000000001e-07,7.644000000000001e-12,-11.12,0.0372
5,0.41,-0.0132,-1.879,0.0,0.004333,-2.363,1.0
5,0.41,-0.0152,-1.818,0.0,0.004333,-2.363,1.0
5,0.41,-0.0175,-1.758,0.0,0.004333,-2.363,1.0
5,0.41,-0.0201,-1.6969999999999998,0.0,0.004333,-2.363,1.0
5,0.41,-0.0231,-1.636,0.0,0.004333,-2.363,1.0
5,0.41,-0.0266,-1.5759999999999998,0.0,0.004333,-2.363,1.0
5,0.41,-0.0305,-1.515,0.0,0.004333,-2.363,1.0
5,0.41,-0.0351,-1.455,0.0,0.004333,-2.363,1.0
5,0.41,-0.0404,-1.3940000000000001,0.0,0.004333,-2.363,1.0
5,0.41,-0.0464,-1.3330000000000002,0.0,0.004333,-2.363,1.0
5,0.41,-0.0534,-1.273,0.0,0.004333,-2.363,1.0
5,0.41,-0.0614,-1.212,0.0,0.004333,-2.363,1.0
5,0.41,-0.0705,-1.1520000000000001,0.0,0.004333,-2.363,1.0
5,0.41,-0.0811,-1.091,0.0,0.004333,-2.363,1.0
5,0.41,-0.0933,-1.03,0.0,0.004333,-2.363,1.0
5,0.41,-0.107,-0.9697,0.0,0.004333,-2.363,1.0
5,0.41,-0.12300000000000001,-0.9091,0.0,0.004333,-2.363,1.0
5,0.41,-0.142,-0.8485,0.0,0.004333,-2.363,1.0
5,0.41,-0.163,-0.7879,0.0,0.004333,-2.363,1.0
5,0.41,-0.187,-0.7273,0.0,0.004333,-2.363,1.0
5,0.41,-0.215,-0.6667,0.0,0.004333,-2.363,1.0
5,0.41,-0.248,-0.6061,0.0,0.004333,-2.363,1.0
5,0.41,-0.285,-0.5455,0.0,0.004333,-2.363,1.0
5,0.41,-0.327,-0.4848,0.0,0.004333,-2.363,1.0
5,0.41,-0.376,-0.4242,0.0,0.004333,-2.363,1.0
5,0.41,-0.433,-0.3636,0.0,0.004333,-2.363,1.0
5,0.41,-0.498,-0.303,0.0,0.004333,-2.363,1.0
5,0.41,-0.5720000000000001,-0.2424,0.0,0.004333,-2.363,1.0
5,0.41,-0.6579999999999999,-0.1818,0.0,0.004333,-2.363,1.0
5,0.41,-0.7559999999999999,-0.1212,0.0,0.004333,-2.363,1.0
5,0.41,-0.87,-0.060610000000000004,0.0,0.004333,-2.363,1.0
5,0.41,-1.0,0.0,0.0,0.004333,-2.363,1.0
5,0.41,-1.15,0.060610000000000004,0.0,0.004333,-2.363,1.0
5,0.41,-1.32,0.1212,0.0,0.004333,-2.363,1.0
5,0.41,-1.52,0.1818,0.0,0.004333,-2.363,1.0
5,0.41,-1.75,0.2424,0.0,0.004333,-2.363,1.0
5,0.41,-2.01,0.303,0.0006649,0.004326,-2.364,1.0
5,0.4098,-2.31,0.3636,0.000692,0.0041140000000000005,-2.386,0.9993
5,0.4095,-2.66,0.4242,0.0007197,0.0038979999999999996,-2.4090000000000003,0.9986
5,0.4093,-3.05,0.4848,0.0007478,0.0036799999999999997,-2.434,0.9976
5,0.4089,-3.51,0.5455,0.0007763999999999999,0.00346,-2.461,0.9965
5,0.4085,-4.04,0.6061,0.0008051,0.003239,-2.49,0.9952
5,0.408,-4.64,0.6667,0.0008337999999999999,0.003017,-2.52,0.9936
5,0.4074,-5.34,0.7273,0.0008621000000000001,0.0027949999999999997,-2.5540000000000003,0.9918
5,0.4067,-6.14,0.7879,0.0008897,0.002575,-2.589,0.9895
5,0.4059,-7.05,0.8485,0.0009162,0.002358,-2.628,0.9869
5,0.4049,-8.11,0.9091,0.000941,0.002144,-2.6689999999999996,0.9838
5,0.4037,-9.33,0.9697,0.0009636000000000001,0.001935,-2.713,0.9801
5,0.4024,-10.7,1.03,0.0009832,0.001732,-2.761,0.9758
5,0.4008,-12.3,1.091,0.0009992,0.001537,-2.813,0.9707
5,0.3989,-14.2,1.1520000000000001,0.001011,0.001351,-2.8689999999999998,0.9648
5,0.3968,-16.3,1.212,0.001017,0.001176,-2.93,0.958
5,0.3943,-18.7,1.273,0.001017,0.0010119999999999999,-2.995,0.9501
5,0.3914,-21.5,1.3330000000000002,0.00101,0.0008607000000000002,-3.065,0.9411
5,0.3882,-24.8,1.3940000000000001,0.0009960000000000001,0.0007233,-3.141,0.9308
5,0.3845,-28.5,1.455,0.0009741,0.0006001,-3.222,0.9192
5,0.3805,-32.7,1.515,0.0009442,0.0004913000000000001,-3.3089999999999997,0.9062
5,0.3759,-37.6,1.5759999999999998,0.0009067,0.0003968,-3.4010000000000002,0.8918
5,0.3709,-43.3,1.636,0.0008622,0.0003161,-3.5,0.876
5,0.3655,-49.8,1.6969999999999998,0.0008116,0.0002483,-3.605,0.8587
5,0.3597,-57.2,1.758,0.0007561,0.00019250000000000002,-3.716,0.8402
5,0.3534,-65.8,1.818,0.0006972,0.0001472,-3.832,0.8204
5,0.3469,-75.6,1.879,0.0006365,0.0001112,-3.9539999999999997,0.7996
5,0.34,-87.0,1.939,0.0005754,8.294e-05,-4.081,0.7778
5,0.3329,-100.0,2.0,0.0005153,6.119e-05,-4.213,0.7553
5,0.3257,-115.0,2.061,0.0004575,4.467e-05,-4.35,0.7322
5,0.3183,-132.0,2.121,0.00040300000000000004,3.231e-05,-4.4910000000000005,0.7088
5,0.3108,-152.0,2.182,0.0003523,2.317e-05,-4.635,0.6851
5,0.3033,-175.0,2.242,0.000306,1.649e-05,-4.783,0.6614
5,0.2959,-201.0,2.303,0.00026430000000000003,1.165e-05,-4.934,0.6378
5,0.2885,-231.0,2.364,0.000227,8.188e-06,-5.087,0.6144
5,0.2813,-266.0,2.424,0.00019409999999999997,5.724e-06,-5.242000000000001,0.5913
5,0.2741,-305.0,2.485,0.0001653,3.9839999999999995e-06,-5.4,0.5687
5,0.2672,-351.0,2.545,0.0001403,2.762e-06,-5.559,0.5466
5,0.2604,-404.0,2.6060000000000003,0.0001188,1.908e-06,-5.718999999999999,0.5251
5,0.2538,-464.0,2.667,0.00010029999999999998,1.315e-06,-5.881,0.5041
5,0.2474,-534.0,2.727,8.447e-05,9.04e-07,-6.044,0.4839
5,0.2412,-614.0,2.7880000000000003,7.103e-05,6.202e-07,-6.207000000000001,0.4642
5,0.2352,-705.0,2.8480000000000003,5.964e-05,4.248e-07,-6.372000000000001,0.4452
5,0.2295,-811.0,2.909,5.001e-05,2.905e-07,-6.537000000000001,0.4269
5,0.2239,-933.0,2.97,4.189e-05,1.985e-07,-6.702000000000001,0.4093
5,0.2186,-1070.0,3.03,3.505e-05,1.3539999999999998e-07,-6.867999999999999,0.3923
5,0.2134,-1230.0,3.091,2.931e-05,9.234999999999999e-08,-7.035,0.376
5,0.2085,-1420.0,3.1519999999999997,2.449e-05,6.292000000000001e-08,-7.2010000000000005,0.3603
5,0.2037,-1630.0,3.2119999999999997,2.046e-05,4.285e-08,-7.367999999999999,0.3452
5,0.1992,-1870.0,3.273,1.708e-05,2.9160000000000004e-08,-7.535,0.3307
5,0.1948,-2150.0,3.333,1.425e-05,1.984e-08,-7.702000000000001,0.3169
5,0.1906,-2480.0,3.3939999999999997,1.189e-05,1.349e-08,-7.87,0.3035
5,0.1866,-2850.0,3.455,9.916e-06,9.174e-09,-8.037,0.2908
5,0.1827,-3270.0,3.515,8.268e-06,6.236e-09,-8.205,0.2785
5,0.179,-3760.0,3.576,6.893e-06,4.2380000000000005e-09,-8.373,0.2668
5,0.1755,-4330.0,3.636,5.7460000000000006e-06,2.88e-09,-8.541,0.2555
5,0.1721,-4980.0,3.697,4.788999999999999e-06,1.956e-09,-8.709,0.2447
5,0.1688,-5720.0,3.758,3.991e-06,1.3289999999999999e-09,-8.876,0.2344
5,0.1657,-6580.0,3.818,3.3260000000000004e-06,9.028e-10,-9.044,0.2245
5,0.1627,-7560.0,3.8789999999999996,2.7710000000000002e-06,6.132000000000001e-10,-9.212,0.215
5,0.1599,-8700.0,3.9389999999999996,2.3090000000000003e-06,4.164e-10,-9.38,0.2059
5,0.1571,-10000.0,4.0,1.924e-06,2.828e-10,-9.549,0.1972
6,0.41,-0.0132,-1.879,0.0,0.2432,-0.614,1.0
6,0.41,-0.0152,-1.818,0.0,0.2432,-0.614,1.0
6,0.41,-0.0175,-1.758,0.0,0.2432,-0.614,1.0
6,0.41,-0.0201,-1.6969999999999998,0.0,0.2432,-0.614,1.0
6,0.41,-0.0231,-1.636,0.0,0.2432,-0.614,1.0
6,0.41,-0.0266,-1.5759999999999998,0.0,0.2432,-0.614,1.0
6,0.41,-0.0305,-1.515,0.0,0.2432,-0.614,1.0
6,0.41,-0.0351,-1.455,0.0,0.2432,-0.614,1.0
6,0.41,-0.0404,-1.3940000000000001,0.0,0.2432,-0.614,1.0
6,0.41,-0.0464,-1.3330000000000002,0.0,0.2432,-0.614,1.0
6,0.41,-0.0534,-1.273,0.0,0.2432,-0.614,1.0
6,0.41,-0.0614,-1.212,0.0,0.2432,-0.614,1.0
6,0.41,-0.0705,-1.1520000000000001,0.0,0.2432,-0.614,1.0
6,0.41,-0.0811,-1.091,0.0,0.2432,-0.614,1.0
6,0.41,-0.0933,-1.03,0.0,0.2432,-0.614,1.0
6,0.41,-0.107,-0.9697,0.0,0.2432,-0.614,1.0
6,0.41,-0.12300000000000001,-0.9091,0.0,0.2432,-0.614,1.0
6,0.41,-0.142,-0.8485,0.0,0.2432,-0.614,1.0
6,0.41,-0.163,-0.7879,0.0,0.2432,-0.614,1.0
6,0.41,-0.187,-0.7273,0.0,0.2432,-0.614,1.0
6,0.41,-0.215,-0.6667,0.0,0.2432,-0.614,1.0
6,0.41,-0.248,-0.6061,0.0,0.2432,-0.614,1.0
6,0.41,-0.285,-0.5455,0.0,0.2432,-0.614,1.0
6,0.41,-0.327,-0.4848,0.0,0.2432,-0.614,1.0
6,0.41,-0.376,-0.4242,0.0,0.2432,-0.614,1.0
6,0.41,-0.433,-0.3636,0.0,0.2432,-0.614,1.0
6,0.41,-0.498,-0.303,0.0,0.2432,-0.614,1.0
6,0.41,-0.5720000000000001,-0.2424,0.0,0.2432,-0.614,1.0
6,0.41,-0.6579999999999999,-0.1818,0.0,0.2432,-0.614,1.0
6,0.41,-0.7559999999999999,-0.1212,0.0,0.2432,-0.614,1.0
6,0.41,-0.87,-0.060610000000000004,0.0,0.2432,-0.614,1.0
6,0.41,-1.0,0.0,0.0,0.2432,-0.614,1.0
6,0.41,-1.15,0.060610000000000004,0.0,0.2432,-0.614,1.0
6,0.41,-1.32,0.1212,0.0,0.2432,-0.614,1.0
6,0.41,-1.52,0.1818,0.0,0.2432,-0.614,1.0
6,0.41,-1.75,0.2424,0.0,0.2432,-0.614,1.0
6,0.4099,-2.01,0.303,0.009075,0.2426,-0.6151,0.9998
6,0.407,-2.31,0.3636,0.0106,0.2242,-0.6493,0.9914
6,0.403,-2.66,0.4242,0.01228,0.2036,-0.6911,0.9802
6,0.3978,-3.05,0.4848,0.01407,0.1811,-0.7421,0.9653
6,0.3909,-3.51,0.5455,0.01589,0.157,-0.8041,0.9459
6,0.3821,-4.04,0.6061,0.01764,0.132,-0.8793,0.9208
6,0.3709,-4.64,0.6667,0.01914,0.1072,-0.9699,0.8893
6,0.3572,-5.34,0.7273,0.02021,0.08348,-1.078,0.8504
6,0.3408,-6.14,0.7879,0.020669999999999997,0.062110000000000005,-1.207,0.804
6,0.3219,-7.05,0.8485,0.020390000000000002,0.043989999999999994,-1.357,0.7504
6,0.3008,-8.11,0.9091,0.01937,0.029589999999999998,-1.5290000000000001,0.6908
6,0.2783,-9.33,0.9697,0.01768,0.01891,-1.723,0.6269
6,0.2551,-10.7,1.03,0.01553,0.01151,-1.939,0.5612
6,0.2321,-12.3,1.091,0.01317,0.006705,-2.174,0.496
6,0.21,-14.2,1.1520000000000001,0.01082,0.0037560000000000002,-2.425,0.4334
6,0.1894,-16.3,1.212,0.008659,0.002036,-2.6910000000000003,0.3751
6,0.1707,-18.7,1.273,0.006776000000000001,0.001075,-2.969,0.3221
6,0.154,-21.5,1.3330000000000002,0.005209,0.0005557,-3.255,0.2748
6,0.1394,-24.8,1.3940000000000001,0.00395,0.00028250000000000004,-3.549,0.2333
6,0.1267,-28.5,1.455,0.002964,0.0001418,-3.8480000000000003,0.1973
6,0.1157,-32.7,1.515,0.002206,7.053e-05,-4.152,0.1664
6,0.1064,-37.6,1.5759999999999998,0.001632,3.482e-05,-4.458,0.14
6,0.0985,-43.3,1.636,0.001202,1.71e-05,-4.7669999999999995,0.1176
6,0.0918,-49.8,1.6969999999999998,0.0008824,8.367e-06,-5.077,0.0987
6,0.0862,-57.2,1.758,0.0006462000000000001,4.081e-06,-5.388999999999999,0.0828
6,0.0815,-65.8,1.818,0.0004723,1.9869999999999998e-06,-5.702000000000001,0.0694
6,0.0775,-75.6,1.879,0.0003448,9.655e-07,-6.015,0.0581
6,0.0742,-87.0,1.939,0.0002515,4.6869999999999996e-07,-6.329,0.0486
6,0.0714,-100.0,2.0,0.0001833,2.2739999999999998e-07,-6.643,0.0407
6,0.069,-115.0,2.061,0.0001335,1.102e-07,-6.957999999999999,0.0341
6,0.0671,-132.0,2.121,9.724e-05,5.341e-08,-7.272,0.0285
6,0.0654,-152.0,2.182,7.079e-05,2.5869999999999996e-08,-7.587000000000001,0.0238
6,0.064,-175.0,2.242,5.152e-05,1.2529999999999999e-08,-7.902,0.0199
6,0.0629,-201.0,2.303,3.75e-05,6.068e-09,-8.217,0.0167
6,0.0619,-231.0,2.364,2.729e-05,2.938e-09,-8.532,0.014
6,0.0611,-266.0,2.424,1.985e-05,1.4219999999999998e-09,-8.847000000000001,0.0117
6,0.0604,-305.0,2.485,1.445e-05,6.885e-10,-9.162,0.0098
6,0.0599,-351.0,2.545,1.051e-05,3.333e-10,-9.477,0.0082
6,0.0594,-404.0,2.6060000000000003,7.646000000000001e-06,1.6130000000000003e-10,-9.792,0.0068
6,0.059,-464.0,2.667,5.563e-06,7.808e-11,-10.11,0.0057
6,0.0587,-534.0,2.727,4.0469999999999995e-06,3.7799999999999995e-11,-10.42,0.0048
6,0.0584,-614.0,2.7880000000000003,2.9439999999999997e-06,1.829e-11,-10.74,0.004
6,0.0582,-705.0,2.8480000000000003,2.142e-06,8.854e-12,-11.05,0.0033
6,0.058,-811.0,2.909,1.5580000000000002e-06,4.286000000000001e-12,-11.37,0.0028
6,0.0578,-933.0,2.97,1.134e-06,2.074e-12,-11.68,0.0023
6,0.0577,-1070.0,3.03,8.245999999999999e-07,1.004e-12,-12.0,0.002
6,0.0576,-1230.0,3.091,5.999000000000001e-07,4.859e-13,-12.31,0.0016
6,0.0575,-1420.0,3.1519999999999997,4.364e-07,2.352e-13,-12.63,0.0014
6,0.0574,-1630.0,3.2119999999999997,3.175e-07,1.138e-13,-12.94,0.0011
6,0.0573,-1870.0,3.273,2.3100000000000002e-07,5.51e-14,-13.26,0.001
6,0.0573,-2150.0,3.333,1.68e-07,2.6669999999999998e-14,-13.57,0.0008
6,0.0572,-2480.0,3.3939999999999997,1.222e-07,1.2909999999999999e-14,-13.89,0.0007
6,0.0572,-2850.0,3.455,8.892000000000002e-08,6.247e-15,-14.2,0.0006
6,0.0572,-3270.0,3.515,6.468e-08,3.024e-15,-14.52,0.0005
6,0.0571,-3760.0,3.576,4.7060000000000006e-08,1.4630000000000001e-15,-14.83,0.0004
6,0.0571,-4330.0,3.636,3.423e-08,7.082999999999999e-16,-15.15,0.0003
6,0.0571,-4980.0,3.697,2.49e-08,3.4279999999999997e-16,-15.46,0.0003
6,0.0571,-5720.0,3.758,1.812e-08,1.659e-16,-15.78,0.0002
6,0.0571,-6580.0,3.818,1.3180000000000001e-08,8.031e-17,-16.1,0.0002
6,0.0571,-7560.0,3.8789999999999996,9.588e-09,3.887e-17,-16.41,0.0002
6,0.057,-8700.0,3.9389999999999996,6.9750000000000004e-09,1.8809999999999998e-17,-16.73,0.0001
6,0.057,-10000.0,4.0,5.074e-09,9.106e-18,-17.04,0.0001
7,0.41,-0.0132,-1.879,0.0,0.07368,-1.133,1.0
7,0.41,-0.0152,-1.818,0.0,0.07368,-1.133,1.0
7,0.41,-0.0175,-1.758,0.0,0.07368,-1.133,1.0
7,0.41,-0.0201,-1.6969999999999998,0.0,0.07368,-1.133,1.0
7,0.41,-0.0231,-1.636,0.0,0.07368,-1.133,1.0
7,0.41,-0.0266,-1.5759999999999998,0.0,0.07368,-1.133,1.0
7,0.41,-0.0305,-1.515,0.0,0.07368,-1.133,1.0
